column_name,total_rows,missing_count,missing_pct
personFriendlyID,342,342,100
progressNoteDays,342,34,9.94
applicableAdmissionDate,342,0,0
archived,342,0,0
bedName,342,0,0
bedPK,342,0,0
firstName,342,0,0
lastName,342,0,0
locationName,342,0,0
lockedToFacilityID,342,0,0
ltcLocationID,342,0,0
ltcOrganisationID,342,0,0
ltcOrganisationName,342,0,0
ltcPersonID,342,0,0
roomID,342,0,0
roomName,342,0,0
wardID,342,0,0
wardName,342,0,0
